timestamp,open,high,low,close,volume,close_time
1763972613000,86835.85,86841.04,86835.85,86841.04,0.0097,1763972613999
1763972614000,86841.05,86850.0,86841.05,86850.0,0.27856,1763972614999
1763972615000,86850.0,86858.12,86850.0,86858.12,0.04028,1763972615999
1763972616000,86859.95,86875.56,86859.95,86875.56,0.07065,1763972616999
1763972617000,86875.57,86886.0,86875.57,86886.0,0.04629,1763972617999
1763972618000,86886.0,86886.0,86886.0,86886.0,0.00112,1763972618999
1763972619000,86886.0,86886.0,86886.0,86886.0,0.00012,1763972619999
1763972620000,86886.0,86886.0,86885.99,86886.0,0.04559,1763972620999
1763972621000,86886.0,86886.0,86886.0,86886.0,0.00012,1763972621999
1763972622000,86886.0,86886.0,86885.99,86885.99,0.01216,1763972622999
1763972623000,86886.0,86886.0,86885.99,86885.99,0.57474,1763972623999
1763972624000,86886.0,86897.11,86886.0,86897.11,0.06224,1763972624999
1763972625000,86897.12,86897.12,86897.12,86897.12,0.00145,1763972625999
1763972626000,86897.11,86897.12,86897.11,86897.12,0.00116,1763972626999
1763972627000,86897.11,86897.11,86886.67,86886.68,0.04936,1763972627999
1763972628000,86886.68,86886.68,86886.68,86886.68,0.00015,1763972628999
1763972629000,86886.68,86886.68,86886.68,86886.68,0.00056,1763972629999
1763972630000,86886.67,86886.67,86886.67,86886.67,0.00048,1763972630999
1763972631000,86886.67,86886.67,86886.67,86886.67,0.0,1763972631999
1763972632000,86886.67,86886.67,86882.09,86882.09,0.04736,1763972632999
1763972633000,86882.09,86893.27,86882.09,86893.27,0.13478,1763972633999
1763972634000,86893.4,86918.02,86893.4,86918.02,0.50584,1763972634999
1763972635000,86918.01,86918.02,86918.01,86918.02,0.00862,1763972635999
1763972636000,86918.01,86926.98,86918.01,86926.98,0.05527,1763972636999
1763972637000,86926.98,86926.98,86926.98,86926.98,0.01227,1763972637999
1763972638000,86926.98,86926.98,86926.97,86926.97,0.00419,1763972638999
1763972639000,86926.98,86926.98,86926.96,86926.96,0.03108,1763972639999
1763972640000,86926.96,86926.97,86924.25,86924.25,0.08379,1763972640999
1763972641000,86924.24,86924.25,86924.24,86924.25,0.00794,1763972641999
1763972642000,86924.25,86924.25,86924.25,86924.25,0.00028,1763972642999
1763972643000,86924.25,86926.97,86924.25,86926.96,0.08171,1763972643999
1763972644000,86926.97,86926.97,86926.96,86926.96,0.00094,1763972644999
1763972645000,86926.96,86926.96,86926.96,86926.96,0.00051,1763972645999
1763972646000,86926.97,86926.97,86911.38,86911.92,0.10515,1763972646999
1763972647000,86911.93,86911.93,86911.92,86911.92,0.00666,1763972647999
1763972648000,86911.92,86920.87,86911.92,86920.87,0.18791,1763972648999
1763972649000,86920.88,86920.88,86920.88,86920.88,0.00156,1763972649999
1763972650000,86920.87,86920.88,86920.87,86920.87,0.04559,1763972650999
1763972651000,86920.88,86920.88,86912.2,86912.2,0.11255,1763972651999
1763972652000,86912.19,86912.19,86911.16,86911.16,0.19639,1763972652999
1763972653000,86911.17,86911.17,86911.17,86911.17,0.00401,1763972653999
1763972654000,86911.17,86911.17,86911.16,86911.16,0.00032,1763972654999
1763972655000,86911.16,86911.17,86911.16,86911.17,0.04037,1763972655999
1763972656000,86911.17,86922.06,86911.17,86922.06,0.25185,1763972656999
1763972657000,86923.67,86931.34,86923.67,86931.34,0.02231,1763972657999
1763972658000,86931.34,86931.34,86931.34,86931.34,0.00096,1763972658999
1763972659000,86931.33,86938.57,86931.33,86938.57,0.05757,1763972659999
1763972660000,86938.57,86938.57,86938.56,86938.56,0.10934,1763972660999
1763972661000,86938.57,86938.57,86938.57,86938.57,0.002,1763972661999
1763972662000,86938.56,86938.57,86938.56,86938.57,0.00719,1763972662999
1763972663000,86938.56,86943.91,86938.56,86943.91,0.31413,1763972663999
1763972664000,86943.92,86947.12,86943.92,86947.12,0.08836,1763972664999
1763972665000,86947.12,86947.12,86947.11,86947.12,0.02417,1763972665999
1763972666000,86947.12,86947.12,86947.12,86947.12,0.0015,1763972666999
1763972667000,86947.12,86947.12,86947.11,86947.12,0.07233,1763972667999
1763972668000,86947.11,86947.11,86947.11,86947.11,0.12619,1763972668999
1763972669000,86947.12,86947.12,86947.12,86947.12,0.00194,1763972669999
1763972670000,86947.12,86947.12,86947.12,86947.12,0.0,1763972670999
1763972671000,86947.11,86947.12,86944.05,86944.05,0.52957,1763972671999
1763972672000,86943.79,86943.79,86943.79,86943.79,0.02089,1763972672999
1763972673000,86943.79,86943.79,86938.56,86938.56,0.0273,1763972673999
1763972674000,86938.56,86938.56,86938.56,86938.56,0.631,1763972674999
1763972675000,86938.56,86938.56,86938.56,86938.56,0.0,1763972675999
1763972676000,86938.56,86938.57,86938.56,86938.57,0.00353,1763972676999
1763972677000,86938.56,86938.56,86935.11,86935.11,0.06654,1763972677999
1763972678000,86935.1,86935.11,86935.1,86935.11,0.01926,1763972678999
1763972679000,86935.11,86935.11,86935.11,86935.11,0.0,1763972679999
1763972680000,86935.11,86935.11,86935.11,86935.11,0.00169,1763972680999
1763972681000,86935.11,86935.11,86935.11,86935.11,0.01223,1763972681999
1763972682000,86935.11,86935.11,86935.11,86935.11,0.00158,1763972682999
1763972683000,86935.1,86935.11,86935.1,86935.11,0.00632,1763972683999
1763972684000,86935.11,86938.56,86935.11,86938.56,0.22698,1763972684999
1763972685000,86938.56,86938.57,86938.56,86938.57,0.0063,1763972685999
1763972686000,86938.56,86938.57,86938.56,86938.57,0.01693,1763972686999
1763972687000,86938.57,86938.57,86938.57,86938.57,0.00096,1763972687999
1763972688000,86938.57,86938.57,86938.57,86938.57,0.0,1763972688999
1763972689000,86938.57,86938.57,86932.47,86932.47,0.0466,1763972689999
1763972690000,86932.47,86932.47,86932.47,86932.47,0.0,1763972690999
1763972691000,86932.47,86932.47,86932.46,86932.47,0.01295,1763972691999
1763972692000,86932.46,86932.47,86932.46,86932.47,0.00082,1763972692999
1763972693000,86932.47,86932.47,86925.83,86925.84,0.06732,1763972693999
1763972694000,86925.83,86925.84,86925.83,86925.84,0.00246,1763972694999
1763972695000,86925.84,86925.84,86925.83,86925.84,0.0072,1763972695999
1763972696000,86925.84,86925.84,86925.84,86925.84,0.00058,1763972696999
1763972697000,86925.83,86925.83,86918.94,86918.95,0.02354,1763972697999
1763972698000,86918.94,86918.95,86918.94,86918.95,0.02743,1763972698999
1763972699000,86918.95,86918.95,86918.95,86918.95,0.94482,1763972699999
1763972700000,86918.95,86918.95,86900.0,86900.0,0.19276,1763972700999
1763972701000,86900.0,86900.0,86900.0,86900.0,0.00012,1763972701999
1763972702000,86899.99,86900.0,86899.99,86900.0,0.0506,1763972702999
1763972703000,86900.0,86900.0,86900.0,86900.0,0.00157,1763972703999
1763972704000,86900.0,86900.0,86899.99,86900.0,0.03263,1763972704999
1763972705000,86900.0,86900.0,86899.99,86899.99,0.01228,1763972705999
1763972706000,86900.0,86900.0,86899.99,86900.0,0.03073,1763972706999
1763972707000,86900.0,86900.0,86900.0,86900.0,0.00032,1763972707999
1763972708000,86900.0,86900.0,86899.99,86899.99,0.01102,1763972708999
1763972709000,86899.99,86900.0,86899.99,86900.0,0.00391,1763972709999
1763972710000,86900.0,86900.0,86899.99,86899.99,0.01193,1763972710999
1763972711000,86900.0,86900.0,86900.0,86900.0,0.00137,1763972711999
1763972712000,86899.99,86899.99,86899.99,86899.99,0.01529,1763972712999
1763972713000,86900.0,86900.0,86900.0,86900.0,0.00075,1763972713999
1763972714000,86900.0,86900.0,86899.99,86899.99,0.00586,1763972714999
1763972715000,86899.99,86899.99,86899.99,86899.99,0.00021,1763972715999
1763972716000,86900.0,86913.82,86900.0,86913.82,0.53817,1763972716999
1763972717000,86913.81,86913.82,86905.54,86905.54,0.11949,1763972717999
1763972718000,86905.54,86905.54,86900.02,86900.02,0.01503,1763972718999
1763972719000,86900.01,86900.02,86900.01,86900.02,0.00983,1763972719999
1763972720000,86900.01,86900.01,86899.99,86899.99,0.02659,1763972720999
1763972721000,86900.0,86900.0,86900.0,86900.0,0.04067,1763972721999
1763972722000,86899.99,86900.0,86899.99,86900.0,0.00118,1763972722999
1763972723000,86899.99,86900.0,86899.99,86899.99,0.53259,1763972723999
1763972724000,86900.0,86900.0,86896.22,86896.22,0.03402,1763972724999
1763972725000,86896.23,86896.23,86896.22,86896.22,0.00508,1763972725999
1763972726000,86896.22,86896.22,86896.22,86896.22,0.00415,1763972726999
1763972727000,86896.22,86896.23,86870.88,86870.88,0.24004,1763972727999
1763972728000,86870.88,86870.88,86860.26,86860.26,0.11423,1763972728999
1763972729000,86860.26,86860.26,86860.26,86860.26,0.04687,1763972729999
1763972730000,86860.26,86860.27,86860.26,86860.27,0.02467,1763972730999
1763972731000,86860.27,86860.27,86860.27,86860.27,0.00259,1763972731999
1763972732000,86860.27,86862.73,86860.27,86862.73,0.47151,1763972732999
1763972733000,86862.74,86871.4,86862.74,86871.4,0.05174,1763972733999
1763972734000,86871.4,86871.4,86871.39,86871.39,0.01557,1763972734999
1763972735000,86871.4,86881.6,86871.4,86881.6,0.05699,1763972735999
1763972736000,86881.6,86881.6,86881.59,86881.6,0.02184,1763972736999
1763972737000,86881.6,86881.6,86869.12,86869.13,0.45595,1763972737999
1763972738000,86869.13,86869.13,86869.13,86869.13,0.00379,1763972738999
1763972739000,86869.12,86869.12,86856.36,86856.36,0.62147,1763972739999
1763972740000,86856.36,86856.36,86856.36,86856.36,0.04136,1763972740999
1763972741000,86856.37,86856.37,86856.37,86856.37,0.00291,1763972741999
1763972742000,86856.37,86856.37,86856.36,86856.36,0.02873,1763972742999
1763972743000,86856.37,86856.37,86856.37,86856.37,0.05836,1763972743999
1763972744000,86856.37,86856.37,86856.37,86856.37,0.00555,1763972744999
1763972745000,86856.36,86856.37,86847.7,86847.7,0.09514,1763972745999
1763972746000,86847.7,86847.71,86847.7,86847.7,0.00495,1763972746999
1763972747000,86847.71,86847.71,86847.71,86847.71,0.00119,1763972747999
1763972748000,86847.71,86853.29,86847.71,86853.29,0.04256,1763972748999
1763972749000,86853.29,86853.29,86853.28,86853.29,0.00932,1763972749999
1763972750000,86853.29,86853.29,86853.28,86853.29,0.00775,1763972750999
1763972751000,86853.29,86853.29,86853.28,86853.29,0.01725,1763972751999
1763972752000,86853.29,86853.29,86853.28,86853.29,0.00311,1763972752999
1763972753000,86853.29,86853.29,86853.28,86853.28,0.21334,1763972753999
1763972754000,86853.28,86853.28,86853.28,86853.28,0.00034,1763972754999
1763972755000,86853.28,86853.28,86844.14,86844.14,0.15659,1763972755999
1763972756000,86844.15,86844.15,86844.15,86844.15,0.00152,1763972756999
1763972757000,86844.15,86844.15,86844.15,86844.15,0.00371,1763972757999
1763972758000,86844.15,86844.15,86844.14,86844.14,0.01835,1763972758999
1763972759000,86844.15,86844.15,86844.14,86844.14,0.04538,1763972759999
1763972760000,86844.15,86846.11,86844.15,86846.11,0.10965,1763972760999
1763972761000,86846.11,86846.11,86835.95,86835.95,0.75865,1763972761999
1763972762000,86835.95,86835.96,86827.61,86827.61,0.37585,1763972762999
1763972763000,86827.62,86827.62,86827.62,86827.62,0.07886,1763972763999
1763972764000,86827.62,86827.62,86827.62,86827.62,0.00449,1763972764999
1763972765000,86827.61,86827.61,86827.61,86827.61,0.00097,1763972765999
1763972766000,86827.62,86827.62,86827.62,86827.62,0.00293,1763972766999
1763972767000,86827.62,86827.62,86827.62,86827.62,0.0099,1763972767999
1763972768000,86827.61,86827.61,86823.98,86823.98,0.03852,1763972768999
1763972769000,86823.98,86823.99,86823.98,86823.99,0.00142,1763972769999
1763972770000,86823.98,86823.98,86823.98,86823.98,0.00836,1763972770999
1763972771000,86823.99,86823.99,86823.99,86823.99,0.0036,1763972771999
1763972772000,86823.99,86823.99,86823.98,86823.99,0.01487,1763972772999
1763972773000,86823.99,86823.99,86816.33,86816.33,0.05415,1763972773999
1763972774000,86816.33,86816.33,86816.32,86816.33,0.00156,1763972774999
1763972775000,86816.33,86820.52,86816.33,86820.51,0.07258,1763972775999
1763972776000,86820.51,86820.51,86820.51,86820.51,0.0,1763972776999
1763972777000,86820.51,86835.94,86820.51,86835.94,0.18379,1763972777999
1763972778000,86835.95,86835.95,86835.94,86835.94,0.00229,1763972778999
1763972779000,86835.95,86835.95,86829.86,86829.86,0.11202,1763972779999
1763972780000,86827.99,86829.32,86821.53,86829.32,0.03839,1763972780999
1763972781000,86829.32,86835.95,86829.32,86835.95,0.0448,1763972781999
1763972782000,86835.94,86835.95,86835.94,86835.95,0.01908,1763972782999
1763972783000,86835.95,86835.95,86835.95,86835.95,0.00402,1763972783999
1763972784000,86835.95,86847.24,86835.94,86847.24,0.73621,1763972784999
1763972785000,86847.24,86855.78,86847.24,86855.78,0.10771,1763972785999
1763972786000,86855.78,86862.22,86855.78,86862.22,0.0264,1763972786999
1763972787000,86862.22,86869.7,86862.22,86869.7,0.05427,1763972787999
1763972788000,86869.7,86869.7,86869.69,86869.69,0.11306,1763972788999
1763972789000,86869.69,86869.69,86862.24,86862.24,0.08504,1763972789999
1763972790000,86862.24,86862.25,86862.24,86862.25,0.00655,1763972790999
1763972791000,86862.25,86862.25,86862.24,86862.25,0.00068,1763972791999
1763972792000,86862.25,86862.25,86862.25,86862.25,0.00159,1763972792999
1763972793000,86862.25,86862.25,86856.33,86856.33,0.09405,1763972793999
1763972794000,86856.33,86856.34,86856.33,86856.34,0.01199,1763972794999
1763972795000,86856.33,86856.33,86856.33,86856.33,0.00056,1763972795999
1763972796000,86856.33,86856.33,86856.33,86856.33,0.0,1763972796999
1763972797000,86856.34,86856.34,86856.34,86856.34,0.00407,1763972797999
1763972798000,86856.34,86856.34,86856.34,86856.34,0.00012,1763972798999
1763972799000,86856.34,86856.34,86856.34,86856.34,0.0,1763972799999
1763972800000,86856.34,86862.25,86856.33,86862.25,0.06979,1763972800999
1763972801000,86862.41,86865.02,86862.41,86865.02,0.00397,1763972801999
1763972802000,86865.02,86865.02,86865.02,86865.02,0.0,1763972802999
1763972803000,86865.01,86865.01,86861.97,86861.97,0.14848,1763972803999
1763972804000,86859.12,86859.12,86859.12,86859.12,0.02862,1763972804999
1763972805000,86859.12,86859.12,86859.12,86859.12,0.00044,1763972805999
1763972806000,86859.12,86859.12,86859.11,86859.11,0.00636,1763972806999
1763972807000,86859.11,86859.11,86859.11,86859.11,0.08414,1763972807999
1763972808000,86859.11,86859.12,86859.11,86859.11,0.00507,1763972808999
1763972809000,86859.11,86859.11,86859.11,86859.11,0.0,1763972809999
1763972810000,86859.12,86859.12,86852.05,86852.05,0.04617,1763972810999
1763972811000,86852.04,86852.04,86851.12,86851.13,0.03195,1763972811999
1763972812000,86851.12,86851.12,86851.12,86851.12,0.00051,1763972812999
1763972813000,86851.12,86851.13,86851.12,86851.12,0.11822,1763972813999
1763972814000,86851.13,86851.13,86851.13,86851.13,0.0023,1763972814999
1763972815000,86851.12,86851.13,86851.12,86851.13,0.00377,1763972815999
1763972816000,86851.12,86851.13,86851.12,86851.13,0.00348,1763972816999
1763972817000,86851.13,86851.13,86851.13,86851.13,0.00463,1763972817999
1763972818000,86851.12,86870.8,86847.89,86870.8,1.67847,1763972818999
1763972819000,86870.79,86870.8,86870.79,86870.8,0.02502,1763972819999
1763972820000,86870.79,86888.66,86870.79,86888.66,0.29886,1763972820999
1763972821000,86888.13,86895.11,86888.13,86895.11,0.07175,1763972821999
1763972822000,86895.12,86910.77,86895.12,86910.77,0.15784,1763972822999
1763972823000,86910.78,86910.78,86910.77,86910.77,0.13096,1763972823999
1763972824000,86910.77,86910.77,86910.77,86910.77,0.00383,1763972824999
1763972825000,86910.77,86910.77,86897.3,86897.3,0.03925,1763972825999
1763972826000,86897.31,86897.31,86897.3,86897.31,0.0441,1763972826999
1763972827000,86897.3,86897.31,86897.3,86897.3,0.005,1763972827999
1763972828000,86897.3,86897.3,86888.35,86888.35,0.1631,1763972828999
1763972829000,86888.62,86888.62,86888.62,86888.62,0.00429,1763972829999
1763972830000,86888.62,86888.62,86888.62,86888.62,0.0,1763972830999
1763972831000,86888.62,86888.62,86888.62,86888.62,0.00073,1763972831999
1763972832000,86888.63,86888.63,86888.62,86888.62,0.02565,1763972832999
1763972833000,86888.63,86888.63,86888.62,86888.62,0.00099,1763972833999
1763972834000,86888.62,86888.63,86888.62,86888.63,0.00372,1763972834999
1763972835000,86888.63,86888.64,86888.63,86888.64,0.03115,1763972835999
1763972836000,86891.59,86908.16,86891.59,86908.16,0.04546,1763972836999
1763972837000,86908.16,86920.0,86908.16,86920.0,0.04394,1763972837999
1763972838000,86919.99,86919.99,86919.99,86919.99,0.12119,1763972838999
1763972839000,86919.99,86920.0,86919.99,86919.99,0.03325,1763972839999
1763972840000,86919.99,86919.99,86919.99,86919.99,0.00044,1763972840999
1763972841000,86919.99,86919.99,86919.99,86919.99,0.0,1763972841999
1763972842000,86919.99,86920.0,86919.99,86919.99,0.0053,1763972842999
1763972843000,86919.99,86919.99,86903.72,86903.72,0.13332,1763972843999
1763972844000,86903.72,86903.73,86903.72,86903.73,0.00215,1763972844999
1763972845000,86903.72,86903.72,86903.72,86903.72,0.01861,1763972845999
1763972846000,86903.73,86903.73,86903.72,86903.73,0.00903,1763972846999
1763972847000,86903.73,86903.73,86903.72,86903.73,0.00713,1763972847999
1763972848000,86903.73,86903.73,86897.64,86897.65,0.12522,1763972848999
1763972849000,86897.64,86897.65,86896.43,86896.43,0.04214,1763972849999
1763972850000,86895.94,86895.94,86886.34,86886.35,0.0261,1763972850999
1763972851000,86886.35,86886.35,86886.34,86886.34,0.02832,1763972851999
1763972852000,86886.35,86886.35,86886.34,86886.34,0.00024,1763972852999
1763972853000,86886.35,86886.35,86886.34,86886.35,0.02569,1763972853999
1763972854000,86886.34,86886.35,86886.34,86886.35,0.00028,1763972854999
1763972855000,86886.35,86886.35,86886.35,86886.35,0.00239,1763972855999
1763972856000,86886.35,86886.35,86886.34,86886.34,0.0002,1763972856999
1763972857000,86886.35,86886.35,86886.35,86886.35,0.00057,1763972857999
1763972858000,86886.34,86886.34,86886.34,86886.34,0.00587,1763972858999
1763972859000,86886.34,86894.4,86886.34,86894.4,0.08398,1763972859999
1763972860000,86894.4,86894.4,86894.39,86894.39,0.00033,1763972860999
1763972861000,86894.4,86894.4,86894.4,86894.4,0.02,1763972861999
1763972862000,86894.39,86894.39,86894.39,86894.39,0.01132,1763972862999
1763972863000,86894.39,86894.39,86894.39,86894.39,0.0,1763972863999
1763972864000,86894.39,86894.39,86886.34,86886.34,0.69042,1763972864999
1763972865000,86886.35,86894.39,86886.35,86894.39,0.07645,1763972865999
1763972866000,86894.39,86901.63,86894.39,86901.62,0.19086,1763972866999
1763972867000,86901.63,86901.63,86901.62,86901.63,0.01171,1763972867999
1763972868000,86901.63,86901.63,86901.63,86901.63,0.00121,1763972868999
1763972869000,86901.63,86901.63,86901.63,86901.63,0.00158,1763972869999
1763972870000,86901.63,86901.63,86901.63,86901.63,0.11661,1763972870999
1763972871000,86901.62,86901.62,86899.0,86899.0,0.7325,1763972871999
1763972872000,86899.0,86899.0,86899.0,86899.0,0.00396,1763972872999
1763972873000,86899.0,86899.0,86898.99,86899.0,0.00164,1763972873999
1763972874000,86899.0,86899.0,86898.99,86898.99,0.00149,1763972874999
1763972875000,86899.0,86899.0,86898.99,86898.99,0.00468,1763972875999
1763972876000,86899.0,86899.0,86892.92,86892.92,0.07529,1763972876999
1763972877000,86892.93,86892.93,86892.92,86892.93,0.0113,1763972877999
1763972878000,86892.93,86892.93,86892.92,86892.93,0.00215,1763972878999
